ensembl_transcript_id,symbol,cv,mean_expression,UTR5_length,UTR5_GC,UTR5_AUG_count,kozak_sequence_present,TOP_motif_present,G_quadruplex_present,UTR3_length,UTR3_GC,polyA_signal_present,ARE_motifs_present,miRNA_seed_matches,GC3_content,CAI,stability_category
ENSCGRT00001011902,C2cd4c,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,74.70449172576832,0.6500545131155799,0
ENSCGRT00001011899,ENSCGRG00001010196,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011893,U6-ENSCGRG00001010194,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011887,ENSCGRG00001010191,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011886,Prmt8,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,66.83544303797468,0.7289760820238033,0
ENSCGRT00001011879,U6-ENSCGRG00001010182,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011875,U6-ENSCGRG00001010174,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011965,Or8s8,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,69.55128205128204,0.7026605981543197,0
ENSCGRT00001011874,Neurog3,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,70.23255813953489,0.6968035516341701,0
ENSCGRT00001011967,Grin1,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,72.39583333333334,0.6757042827944016,0
ENSCGRT00001011972,Krtap15,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,62.66666666666667,0.7989447913178582,0
ENSCGRT00001012092,Or5p4,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,46.325878594249204,0.7500979978874434,0
ENSCGRT00001012081,U6-ENSCGRG00001010349,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001012080,ENSCGRG00001010345,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001012076,Lrrc3b,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,55.38461538461539,0.7883880683194638,0
ENSCGRT00001012075,ENSCGRG00001010341,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001012070,ENSCGRG00001010333,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001012060,Or8w1,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,47.122302158273385,0.7573186344818491,0
ENSCGRT00001012058,U6-ENSCGRG00001010327,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001012053,Car1,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,45.038167938931295,0.7745252914080838,0
ENSCGRT00001012052,Cysltr1,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,41.54727793696275,0.7688935997234095,0
ENSCGRT00001012051,ENSCGRG00001010321,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001012047,ENSCGRG00001010319,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001012038,Or5ac20,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,52.20338983050847,0.7218401150911313,0
ENSCGRT00001012036,U6-ENSCGRG00001010308,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001012019,Gria3,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,46.83229813664596,0.7635667113220902,0
ENSCGRT00001012015,ENSCGRG00001010291,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001012010,ENSCGRG00001010272,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001012009,ENSCGRG00001010285,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001012004,U6-ENSCGRG00001010284,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001012003,ENSCGRG00001010272,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011997,U6-ENSCGRG00001010275,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011988,ENSCGRG00001010266,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011986,U6-ENSCGRG00001010265,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011984,ENSCGRG00001010263,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011978,Oprd1,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,86.32707774798928,0.6480900627365416,0
ENSCGRT00001011969,U6-ENSCGRG00001010261,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001012098,ENSCGRG00001010325,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011864,ENSCGRG00001010167,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011849,ENSCGRG00001010152,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011720,ENSCGRG00001010055,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011718,Gm10135,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,40.32258064516129,0.827345766259018,0
ENSCGRT00001011717,U6-ENSCGRG00001010054,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011705,U6-ENSCGRG00001010045,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011699,Or11n2,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,47.682119205298015,0.7879104134228891,0
ENSCGRT00001011692,U6-ENSCGRG00001010035,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011689,ENSCGRG00001010030,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011688,Ctxnd2,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,53.333333333333336,0.7635057698727834,0
ENSCGRT00001011672,Foxb2,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,76.63551401869158,0.7040916902700592,0
ENSCGRT00001011671,U6-ENSCGRG00001010013,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011670,ENSCGRG00001010012,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011669,Ajap1,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,66.91542288557214,0.6792672666031648,0
ENSCGRT00001011665,Ajap1,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,66.66666666666666,0.6791339300105805,0
ENSCGRT00001011658,U6-ENSCGRG00001010005,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011648,U6-ENSCGRG00001009995,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011644,Clec9a,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,50.943396226415096,0.7486731333086993,0
ENSCGRT00001011643,Clec9a,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,51.46443514644351,0.7571912992866114,0
ENSCGRT00001011639,ENSCGRG00001009981,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011638,U6-ENSCGRG00001009984,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011636,Or2j3,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,46.325878594249204,0.7279446152020091,0
ENSCGRT00001011633,Ly6g6d,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,73.13432835820896,0.7079539791095395,0
ENSCGRT00001011628,Cd27,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,56.12244897959183,0.7604001915331932,0
ENSCGRT00001011627,U6-ENSCGRG00001009972,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011622,Kcnq5,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,46.9553450608931,0.7336794052873352,0
ENSCGRT00001011620,ENSCGRG00001009969,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011734,U6-ENSCGRG00001010060,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011854,U6-ENSCGRG00001010159,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011735,ENSCGRG00001010061,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011742,U6-ENSCGRG00001010068,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011847,Eif2ak3,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,72.72727272727273,0.7326947920928671,0
ENSCGRT00001011828,U6-ENSCGRG00001010138,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011826,ENSCGRG00001010136,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011824,Trem1,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,50.0,0.7869791603843838,0
ENSCGRT00001011819,ENSCGRG00001010133,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011818,Spag11a,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,55.072463768115945,0.830985222355452,0
ENSCGRT00001011814,Camta1,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,68.53063652587745,0.6613961470905334,0
ENSCGRT00001011813,U6-ENSCGRG00001010129,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011809,Ccdc42,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,70.7112970711297,0.6970622016487397,0
ENSCGRT00001011806,Ccdc42,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,71.29337539432177,0.6963073046882764,0
ENSCGRT00001011802,U6-ENSCGRG00001010123,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011799,Or5b21,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,53.125,0.7675593537329339,0
ENSCGRT00001011795,ENSCGRG00001010114,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011794,ENSCGRG00001010116,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011793,Msx2,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,69.77611940298507,0.7090080392780193,0
ENSCGRT00001011792,U6-ENSCGRG00001010112,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011789,Ssmem1,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,54.47154471544715,0.741860103403169,0
ENSCGRT00001011786,Cnr1,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,67.08860759493672,0.688524418843867,0
ENSCGRT00001011785,ENSCGRG00001010103,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011783,U6-ENSCGRG00001010101,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011776,ENSCGRG00001010098,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011764,U6-ENSCGRG00001010090,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011754,U6-ENSCGRG00001010080,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001011751,Ccdc169,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,50.697674418604656,0.739138895101656,0
ENSCGRT00001011750,ENSCGRG00001010078,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011737,ENSCGRG00001010062,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001011618,Epha5,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,46.81564245810056,0.7664547405781889,0
ENSCGRT00001012101,Or51l4,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,54.0625,0.7360060031862311,0
ENSCGRT00001012108,Spag6l,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,52.352941176470594,0.7442216646992978,0
ENSCGRT00001012471,ENSCGRG00001010642,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001012467,U6-ENSCGRG00001010638,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001012461,Or51i2,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,56.23003194888179,0.744518709975695,0
ENSCGRT00001012460,Or6c202,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,46.855345911949684,0.7717108550331819,0
ENSCGRT00001012456,Or9s27,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,65.93059936908517,0.7122934458363125,0
ENSCGRT00001012454,U6-ENSCGRG00001010628,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001012445,Pbrm1,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,39.57721667645332,0.762990661437785,0
ENSCGRT00001012444,Or52m1,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,57.861635220125784,0.7440220082288181,0
ENSCGRT00001012443,Cited4,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,83.33333333333334,0.7754621778741911,0
ENSCGRT00001012440,U6-ENSCGRG00001010618,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001012432,ENSCGRG00001010614,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001012424,U6-ENSCGRG00001010609,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001012413,Gldn,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,56.9060773480663,0.7333308562641085,0
ENSCGRT00001012405,U6-ENSCGRG00001010594,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001012404,ENSCGRG00001010592,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001012396,Or9s23,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,68.20987654320987,0.7062718656447586,0
ENSCGRT00001012393,Adra2b,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,67.47252747252747,0.699723244492621,0
ENSCGRT00001012387,ENSCGRG00001010579,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001012379,Lgals12,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,63.576158940397356,0.7517964675993636,0
ENSCGRT00001012376,Lgals12,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,62.22222222222222,0.766818314700413,0
ENSCGRT00001012372,U6-ENSCGRG00001010565,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001012371,Smim41,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,64.04494382022472,0.7404671946660578,0
ENSCGRT00001012366,Fbxw17,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,70.44967880085653,0.6678081561402862,0
ENSCGRT00001012363,Or2d36,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,51.42857142857142,0.7451455171469665,0
ENSCGRT00001012360,Prmt2,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,65.12141280353201,0.7184762042688719,0
ENSCGRT00001012472,ENSCGRG00001010643,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001012359,Ctxn2,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,53.01204819277109,0.846069720308557,0
ENSCGRT00001012473,Krt1,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,60.0,0.7303352752462021,0
ENSCGRT00001012481,U6-ENSCGRG00001010647,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,0.0,0.0,0
ENSCGRT00001012620,Morc2b,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,56.00000000000001,0.7832671184645938,0
ENSCGRT00001012619,ENSCGRG00001010761,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001012616,Krt73,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,67.93168880455408,0.6907505820654734,0
ENSCGRT00001012586,Txk,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,52.083333333333336,0.7714937095405962,0
ENSCGRT00001012583,Ptprf,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,65.09433962264151,0.6988248883092216,0
ENSCGRT00001012582,Krt88,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,71.52317880794702,0.6795840539722942,0
ENSCGRT00001012580,ENSCGRG00001010729,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001012569,ENSCGRG00001010725,1.3638032907490898e-16,0.00010000000000000009,0,,0,False,False,False,0,,False,False,0,0.0,0.0,0
ENSCGRT00001012561,Or2w4,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,58.89967637540453,0.6840773694235385,0
ENSCGRT00001012559,Adamts18,1.3638032907490898e-16,0.00010000000000000009,19,28.57142857142857,0,False,False,False,19,28.57142857142857,False,False,0,57.47126436781609,0.7786263913491489,0
