index,UTR5_length_z,UTR3_length_z,GC3_content_z,CAI_z,mean_abs_z,reference_similarity,UTR5_length,UTR3_length,GC3_content,CAI,similarity_percentile
8067,-0.8666666666666667,1.86,0.6940298507462671,-1.1409468879160056,1.1404108513322349,0.46720002348034245,94,1079,68.47014925373134,0.6929526556041997,99.51908318837613
8932,2.2333333333333334,-0.6333333333333333,-1.1521739130434796,-0.5456295197860261,1.1411175248740433,0.4670458246138673,187,705,59.2391304347826,0.7227185240106987,99.5088509157884
8166,-0.13333333333333333,-2.9266666666666667,0.4404057480980555,-1.1168725814882219,1.1543195823965693,0.46418368387458636,116,361,67.20202874049028,0.6941563709255889,99.49861864320066
7212,-3.3666666666666667,-0.08666666666666667,-0.8228782287822881,-0.35859692995982906,1.1587021230188626,0.46324131029321364,19,787,60.88560885608856,0.7320701535020085,99.48838637061291
8364,-1.8,-1.2333333333333334,-0.8431372549019613,-0.8014102026007475,1.1694701977090105,0.4609420314028805,66,615,60.78431372549019,0.7099294898699626,99.47815409802517
7300,-2.033333333333333,-1.62,0.3632286995515699,-0.6669320947233404,1.170873531902061,0.46064406115994555,59,557,66.81614349775785,0.716653395263833,99.46792182543743
7969,0.4666666666666667,0.7866666666666666,-3.3284671532846715,-0.1634383825586272,1.186309717294158,0.45739173735989697,134,918,48.35766423357664,0.7418280808720686,99.45768955284969
8830,0.4666666666666667,1.72,-0.012987012987014167,2.547202678803502,1.1867140896142956,0.4573071554024629,134,1058,64.93506493506493,0.8773601339401751,99.44745728026194
8030,1.8,1.6533333333333333,-0.7710843373493959,-0.5718917444910954,1.199077353793456,0.454736163907549,174,1048,61.14457831325302,0.7214054127754452,99.4372250076742
9708,3.066666666666667,-0.36666666666666664,-1.263254113345522,0.18648728586842855,1.220768683136821,0.4502945343175079,212,745,58.68372943327239,0.7593243642934214,99.42699273508646
7131,1.4,-0.56,-2.260042283298098,-0.6672457171800183,1.2218220001195292,0.45008105957462036,162,716,53.69978858350951,0.7166377141409991,99.41676046249871
8539,1.0666666666666667,-2.6066666666666665,-0.7041602465331266,-0.5170345710939661,1.2236320377401064,0.4497146933610056,152,409,61.47919876733437,0.7241482714453017,99.40652818991099
9139,-2.9,1.4466666666666668,0.07189542483660034,-0.4952592666927802,1.2284553395490119,0.44874132420458424,33,1017,65.359477124183,0.725237036665361,99.39629591732324
9255,-1.6,0.7,2.0,-0.6235049864966391,1.2308762466241596,0.44825435813090714,72,905,75.0,0.718824750675168,99.3860636447355
9184,-3.3666666666666667,-0.4533333333333333,-0.14733542319749232,-1.0108699022499845,1.244551331361869,0.4455233373492312,19,732,64.26332288401254,0.6994565048875008,99.37583137214774
7636,-1.3333333333333333,2.04,-1.3760683760683747,-0.23468986137840542,1.2460228926950283,0.4452314369779592,80,1106,58.119658119658126,0.7382655069310797,99.36559909956001
9236,-0.43333333333333335,-1.3666666666666667,-2.738058551617874,0.45715900231439344,1.2488043884830669,0.44468074018414333,107,595,51.30970724191063,0.7728579501157197,99.35536682697227
9008,2.066666666666667,2.3866666666666667,-0.5257731958762889,-0.08614324779928406,1.2663124442522264,0.44124542603831124,182,1158,62.371134020618555,0.7456928376100358,99.34513455438453
9443,-0.5333333333333333,-2.953333333333333,-1.4491978609625675,0.14436203379610157,1.270056640356334,0.44051764269768556,104,357,57.75401069518716,0.7572181016898051,99.33490228179679
8950,-1.0333333333333334,-3.046666666666667,-0.482014388489209,-0.5184203051297787,1.270108673404747,0.44050754561462613,89,343,62.589928057553955,0.7240789847435111,99.32467000920904
8213,0.5666666666666667,-0.96,-3.2247191011235956,-0.35858311534832765,1.2774922207846475,0.4390794360893481,137,656,48.87640449438202,0.7320708442325836,99.31443773662131
7804,-0.7333333333333333,-0.4,-3.6511627906976742,0.3471036998771604,1.282899955977042,0.43803934437942427,98,740,46.74418604651163,0.767355184993858,99.30420546403356
8920,1.3333333333333333,0.48,-2.623430962343096,0.7000359842506954,1.284200069981781,0.43779002248606713,160,872,51.88284518828452,0.7850017992125348,99.29397319144582
8647,0.9666666666666667,-3.473333333333333,-0.05202312138728189,-0.6557953717111231,1.286954623274601,0.437262720398072,149,279,64.73988439306359,0.7172102314144438,99.28374091885807
8866,1.4,0.9933333333333333,-2.4871794871794863,0.2885186155485009,1.2922578590153302,0.4362510945559865,162,949,52.56410256410257,0.764425930777425,99.27350864627033
7153,0.8,-0.7133333333333334,-3.445103857566765,0.2505119388123922,1.3022372824281225,0.4343600929550235,144,693,47.774480712166174,0.7625255969406196,99.2632763736826
8612,-2.3333333333333335,-1.2533333333333334,-1.4848484848484844,0.156989549746549,1.307126175315425,0.4334396664990731,50,612,57.57575757575758,0.7578494774873274,99.25304410109486
7841,1.7,-2.3666666666666667,0.45372460496614053,-0.710340512575276,1.3076829460520207,0.4333350912484742,171,445,67.2686230248307,0.7144829743712362,99.24281182850712
7121,-3.1666666666666665,0.54,-1.0,-0.5409859432602082,1.311913152481719,0.432542199488139,25,881,60.0,0.7229507028369896,99.23257955591936
9050,-0.03333333333333333,-2.433333333333333,-2.7907949790794975,0.034498356008065834,1.3229900004385573,0.4304796834300664,119,435,51.04602510460251,0.7517249178004033,99.22234728333163
7450,-0.26666666666666666,-3.64,-1.200972447325769,0.21532451514265194,1.330740907283772,0.4290481180790672,112,254,58.995137763371154,0.7607662257571326,99.21211501074389
8954,1.4333333333333333,0.4066666666666667,-3.2109704641350207,0.358262144151682,1.3523081520716755,0.42511437080184455,163,861,48.9451476793249,0.7679131072075841,99.20188273815614
7934,-2.566666666666667,-1.1933333333333334,-0.42857142857142916,-1.2226375478729534,1.3528022441110958,0.4250250961392663,43,621,62.857142857142854,0.6888681226063523,99.1916504655684
8766,-0.8,-3.7933333333333334,0.15068493150684786,0.6704994291379918,1.3536294234945432,0.4248757217333107,96,231,65.75342465753424,0.7835249714568996,99.18141819298066
8343,-0.4666666666666667,2.2266666666666666,-2.328063241106719,-0.4101965866595214,1.3578982902748935,0.42410650371327757,106,1134,53.359683794466406,0.7294901706670239,99.17118592039293
8617,-1.5,3.1533333333333333,-0.22466960352422943,-0.5578527807262978,1.3589639293959652,0.42391491770544343,75,1273,63.87665198237885,0.7221073609636851,99.16095364780517
8510,-3.3666666666666667,0.6866666666666666,-0.9895561357702348,-0.47424612920464293,1.3792838995770529,0.42029452650764476,19,903,60.052219321148826,0.7262876935397679,99.15072137521743
7251,-1.3,0.7333333333333333,-2.6190476190476177,-0.868275456942269,1.3801641023308049,0.4201390984011303,81,910,51.90476190476191,0.7065862271528865,99.14048910262969
9081,1.3333333333333333,-3.066666666666667,-0.9090909090909094,-0.22224981719136672,1.382835181570569,0.41966813640080725,160,340,60.45454545454545,0.7388875091404317,99.13025683004196
8809,-1.0333333333333334,1.8466666666666667,2.6634304207119754,0.03176463623114856,1.393798764235781,0.41774605908414764,89,1077,78.31715210355988,0.7515882318115574,99.12002455745422
7370,2.4,1.3133333333333332,1.4055944055944054,0.45704236449074953,1.393992525854622,0.41771224813787333,192,997,72.02797202797203,0.7728521182245375,99.10979228486647
7439,1.4,2.34,-1.275862068965519,-0.5973131353501926,1.4032938010789278,0.4160956099296153,162,1151,58.620689655172406,0.7201343432324904,99.09956001227873
8873,-1.4,0.4066666666666667,-3.405405405405406,0.4123564119626155,1.406107121008672,0.4156090937384312,78,861,47.97297297297297,0.7706178205981308,99.08932773969099
9199,2.566666666666667,-1.4933333333333334,0.8293216630196923,-0.7427597154504806,1.4080203446175434,0.4152788834343616,197,576,69.14660831509846,0.712862014227476,99.07909546710324
8055,-0.7333333333333333,1.3866666666666667,-3.344827586206897,-0.18993575394876672,1.413690835038916,0.41430326762784303,98,1008,48.275862068965516,0.7405032123025617,99.0688631945155
7816,0.8,2.3133333333333335,-2.3902439024390234,0.1542075637988627,1.4144461998928048,0.4141736519307812,144,1147,53.04878048780488,0.7577103781899431,99.05863092192776
7332,0.1,3.533333333333333,-1.9041095890410957,0.14142999278309087,1.41971822878938,0.41327125948061916,123,1330,55.47945205479452,0.7570714996391545,99.04839864934002
7982,4.333333333333333,0.7,0.17241379310344768,-0.4994728983272845,1.4263050061910163,0.4121493371395504,250,905,65.86206896551724,0.7250263550836358,99.03816637675227
7965,-3.3666666666666667,1.1066666666666667,0.5580524344569284,-0.720530563376296,1.4379790827916394,0.4101757915227628,19,966,67.79026217228464,0.7139734718311852,99.02793410416454
9202,-2.4,-1.18,1.0342298288508545,-1.1524611267642748,1.4416727389037822,0.4095552954606692,48,623,70.17114914425427,0.6923769436617863,99.0177018315768
8734,-3.3666666666666667,-0.3466666666666667,-1.2629107981220655,-0.800470222129881,1.44417858839632,0.40913540636820744,19,748,58.68544600938967,0.709976488893506,99.00746955898904
8837,0.8,1.56,2.0096711798839464,-1.4140207714929542,1.445922987844225,0.40884361648744094,144,1034,75.04835589941973,0.6792989614253523,98.9972372864013
9489,0.03333333333333333,-4.613333333333333,-1.0,0.16290485389534481,1.4523928801405028,0.4077650070255904,121,108,60.0,0.7581452426947672,98.98700501381357
9634,1.0333333333333334,-3.7866666666666666,0.47639484978540736,-0.5146494269450796,1.4527610691826218,0.4077037965761778,151,232,67.38197424892704,0.724267528652746,98.97677274122583
8084,2.7666666666666666,2.6466666666666665,-0.04761904761904816,-0.36268856991708454,1.4559102377173665,0.4071810054953169,203,1197,64.76190476190476,0.7318655715041458,98.96654046863809
8020,0.7333333333333333,3.013333333333333,-1.7565674255691774,-0.3302384522627033,1.4583681361246368,0.40677390229129656,142,1252,56.21716287215411,0.7334880773868648,98.95630819605034
9185,0.4666666666666667,4.02,-0.6387860843819382,-0.7096058444354947,1.4587646488710249,0.4067083038871425,134,1403,61.80606957809031,0.7145197077782253,98.9460759234626
7566,1.0333333333333334,-3.6333333333333333,0.6170212765957445,0.5628944681340364,1.461645602849112,0.4062323182681531,151,255,68.08510638297872,0.7781447234067018,98.93584365087486
7488,-0.6,-0.9466666666666667,-4.267605633802818,0.059116061653912144,1.468347090530849,0.4051294098128385,102,658,43.66197183098591,0.7529558030826956,98.92561137828712
7109,0.5666666666666667,3.1933333333333334,1.4099378881987576,-0.7054199495657176,1.4688394594411187,0.4050486134997105,137,1279,72.04968944099379,0.7147290025217141,98.91537910569937
7615,-3.3666666666666667,0.78,1.1552511415525117,-0.5752864616107423,1.4693010674574802,0.40497289422453925,19,917,70.77625570776256,0.7212356769194629,98.90514683311163
7941,-0.5666666666666667,-2.44,-2.3645484949832776,-0.5330160846008125,1.4760578115626892,0.4038677915072105,103,434,53.17725752508361,0.7233491957699594,98.8949145605239
7853,-3.6333333333333333,-1.04,0.44129554655870606,-0.7920297493558937,1.4766646573119835,0.403768833639891,11,644,67.20647773279353,0.7103985125322053,98.88468228793616
9104,-0.9,2.24,-2.7345132743362823,0.10301338085620504,1.4943816637981218,0.40090095854751,93,1136,51.32743362831859,0.7551506690428103,98.87445001534842
7415,-3.4,-0.7133333333333334,-1.605200945626477,0.2837311061880987,1.5005663462869772,0.3999094051173139,18,693,56.973995271867615,0.7641865553094049,98.86421774276066
7980,2.1333333333333333,2.6066666666666665,0.25936199722607683,-1.0108926964601195,1.502563673421549,0.3995902324566161,184,1191,66.29680998613038,0.699455365176994,98.85398547017292
7790,-3.3666666666666667,-0.31333333333333335,0.8515081206496518,-1.4807620775201502,1.5030675495424504,0.39950979356621663,19,753,69.25754060324826,0.6759618961239925,98.84375319758519
7842,0.6333333333333333,3.0933333333333333,-2.1036906854130066,0.1822467076974954,1.5031510149442922,0.3994964722582889,139,1264,54.48154657293497,0.7591123353848748,98.83352092499744
7962,-1.5333333333333334,-2.96,0.36898395721925115,-1.1569318677030438,1.5048122895639071,0.39923151294267323,74,356,66.84491978609626,0.6921534066148478,98.8232886524097
7152,-0.06666666666666667,-2.3866666666666667,-3.136239782016348,0.4542193629113789,1.5109481195652652,0.39825593854688474,118,442,49.31880108991826,0.7727109681455689,98.81305637982196
8853,-1.0666666666666667,0.6266666666666667,-4.344827586206897,-0.028137943555985867,1.5165747157740541,0.3973655118331814,88,894,43.275862068965516,0.7485931028222007,98.80282410723422
9073,-2.433333333333333,-1.7866666666666666,0.2703213610586005,-1.6093200744160452,1.5249103588686614,0.3960536644350696,47,532,66.351606805293,0.6695339962791977,98.79259183464647
8724,1.4,2.953333333333333,-1.7082728592162553,-0.05835420433115468,1.529990099220186,0.39525846378143065,162,1243,56.45863570391872,0.7470822897834423,98.78235956205873
9304,-3.3666666666666667,-2.6466666666666665,0.10954063604240219,0.024608127174075012,1.5368705241374525,0.39418645551097037,19,403,65.54770318021201,0.7512304063587038,98.77212728947099
8491,-3.8333333333333335,-0.20666666666666667,1.171974522292993,-0.9367819971793434,1.537189129868084,0.39413695582559627,5,769,70.85987261146497,0.7031609001410328,98.76189501688324
7093,1.7,0.49333333333333335,-3.817610062893081,0.1412066347274532,1.538037507738467,0.3940052095175913,171,874,45.911949685534594,0.7570603317363727,98.75166274429552
9611,-2.4,-0.09333333333333334,-3.5470459518599555,0.155737347805327,1.549029158249654,0.3923062224547763,48,786,47.26477024070022,0.7577868673902663,98.74143047170777
8980,-3.3666666666666667,-2.12,-0.6415094339622641,0.070487433519002,1.5496658835369832,0.3922082522486303,19,482,61.79245283018868,0.7535243716759501,98.73119819912003
7785,1.2333333333333334,1.36,-3.230769230769231,0.3997432688972835,1.555961458249962,0.3912422062438644,157,1004,48.84615384615385,0.7699871634448642,98.72096592653227
9053,-1.1666666666666667,0.7066666666666667,-3.8118081180811814,0.5428136990228549,1.5569887876093422,0.3910850156425404,85,906,45.94095940959409,0.7771406849511427,98.71073365394454
7889,-3.3333333333333335,-0.6666666666666666,-1.312958435207824,-0.9245636048757078,1.5593805100208828,0.3907195495490589,20,700,58.43520782396088,0.7037718197562146,98.7005013813568
8795,-3.3666666666666667,-0.9066666666666666,1.248021108179421,-0.751111052581972,1.5681163735236816,0.38939045376199677,19,664,71.2401055408971,0.7124444473709014,98.69026910876906
7431,1.8666666666666667,-4.373333333333333,-0.014925373134329335,0.021175831628263975,1.5690253011906483,0.38925268643190747,176,144,64.92537313432835,0.7510587915814132,98.68003683618132
8263,0.36666666666666664,-4.913333333333333,-0.47899159663865587,-0.5332198106760777,1.5730528518286833,0.3886433966132077,131,63,62.60504201680672,0.7233390094661961,98.66980456359357
9534,1.0333333333333334,-2.7866666666666666,-2.397163120567376,-0.0804079637411026,1.5743927710771195,0.3884411156039731,151,382,53.01418439716312,0.7459796018129449,98.65957229100584
7432,4.166666666666667,-1.3666666666666667,0.3898305084745772,-0.3938556105477242,1.5792548630889085,0.3877088744934662,245,595,66.94915254237289,0.7303072194726138,98.64934001841809
8427,0.5,-2.033333333333333,-3.604026845637584,0.1963832646125785,1.5834358608958738,0.387081411672138,135,495,46.97986577181208,0.7598191632306289,98.63910774583034
7556,5.3,-0.04666666666666667,-0.08661417322834666,-0.905709089540645,1.5847474823589145,0.38688498850470737,279,793,64.56692913385827,0.7047145455229678,98.6288754732426
7410,2.6666666666666665,-2.526666666666667,1.018691588785046,0.13482110048433693,1.586711505650679,0.38659123671715884,200,421,70.09345794392523,0.7567410550242168,98.61864320065486
7938,-0.13333333333333333,-2.76,-2.716599190283401,0.7723538135775643,1.5955715842985747,0.3852715933743894,116,386,51.417004048582996,0.7886176906788782,98.60841092806713
7506,0.16666666666666666,1.9866666666666666,2.555555555555557,1.7090451614191093,1.604483512577,0.3839532848532231,125,1098,77.77777777777779,0.8354522580709555,98.59817865547939
6998,-0.5,-5.206666666666667,-0.32394366197183044,0.3879991015453754,1.6046523575459681,0.38392839532035383,105,19,63.38028169014085,0.7693999550772688,98.58794638289164
8167,-2.2,2.9,-0.4505238649592556,-0.8692961308311253,1.604954998947595,0.3838837908539691,54,1235,62.74738067520372,0.7065351934584437,98.57771411030389
7032,0.23333333333333334,-4.746666666666667,0.717026378896881,-0.7422771093710656,1.6098258720669867,0.3831673257220024,127,88,68.5851318944844,0.7128861445314467,98.56748183771616
9614,-1.3,-3.7866666666666666,0.11538461538461604,-1.2623305372733196,1.6160954548311506,0.38224904911374596,81,232,65.57692307692308,0.686883473136334,98.55724956512842
7963,-3.3666666666666667,-2.066666666666667,-0.39622641509433976,-0.6370108546780973,1.6166426507764426,0.38216911266170317,19,490,63.0188679245283,0.7181494572660951,98.54701729254067
7822,-3.3666666666666667,-0.7666666666666667,-1.4153005464480883,0.9202183791220309,1.6172130647258631,0.38208582001891533,19,685,57.92349726775956,0.7960109189561015,98.53678501995293
8184,0.23333333333333334,-4.32,-1.8315217391304344,0.08527555548508481,1.6175326569872133,0.38203916857755754,127,152,55.84239130434783,0.7542637777742542,98.52655274736519
9056,0.16666666666666666,-2.16,-3.446735395189003,0.7051408998696718,1.6196357404313355,0.38173246171826364,125,476,47.766323024054984,0.7852570449934836,98.51632047477746
9094,0.36666666666666664,3.8,1.0441176470588232,-1.3806956305106555,1.6478699860590362,0.3776620473304856,131,1370,70.22058823529412,0.6809652184744672,98.5060882021897
7392,-0.36666666666666664,-5.206666666666667,-0.04845814977973362,-0.9837258364395218,1.6513793298881472,0.3771621769572242,109,19,64.75770925110133,0.7008137081780239,98.49585592960196
8170,1.3666666666666667,-4.3533333333333335,-0.8991596638655466,-0.001873097745261898,1.6552581904027024,0.37661121001884107,161,147,60.50420168067227,0.7499063451127369,98.48562365701422
7145,-0.13333333333333333,-3.0933333333333333,-3.084745762711864,0.3290171866431657,1.6601074040054242,0.37592467074609925,116,336,49.57627118644068,0.7664508593321583,98.47539138442649
7210,3.9,1.3866666666666667,0.719806763285024,-0.6559894296018753,1.6656157148883914,0.37514784836188203,237,1008,68.59903381642512,0.7172005285199062,98.46515911183874
7567,-3.3666666666666667,-1.48,-0.6363636363636374,-1.1857013025665863,1.6671829013992228,0.37492741854163547,19,578,61.81818181818181,0.6907149348716707,98.454926839251
8134,1.9333333333333333,1.1666666666666667,1.9056603773584897,-1.6850278829817067,1.6726720650850493,0.37415738842923785,178,975,74.52830188679245,0.6657486058509147,98.44469456666326
9291,-1.1333333333333333,4.526666666666666,-0.9935275080906137,-0.05861554912740097,1.6780357643045036,0.37340800796202356,86,1479,60.03236245954693,0.74706922254363,98.4344622940755
9723,-3.8666666666666667,-2.38,-0.45098039215686325,0.018740701254946757,1.679096940019619,0.37326010308259955,4,443,62.745098039215684,0.7509370350627473,98.42423002148777
9590,-1.5333333333333334,-4.373333333333333,0.7984496124031011,-0.01539081693012978,1.6801267739999743,0.37311667854709085,74,144,68.9922480620155,0.7492304591534935,98.41399774890003
7180,-2.6666666666666665,-0.32666666666666666,-3.2739726027397253,-0.45341318947812237,1.6801797813877952,0.37310929921357766,40,751,48.63013698630137,0.7273293405260939,98.40376547631229
9468,1.4333333333333333,-0.6133333333333333,-4.556603773584906,0.12997498646686756,1.68331135667961,0.37267385967367667,163,708,42.21698113207547,0.7564987493233434,98.39353320372454
9692,-2.6333333333333333,1.7866666666666666,0.38168631006346343,-1.9420170996699881,1.6859258524333627,0.37231109678401286,41,1068,66.90843155031732,0.6528991450165006,98.3833009311368
9376,-1.6,-4.706666666666667,0.16062176165803238,-0.29232032404838515,1.6899021880932712,0.3717607296006725,72,94,65.80310880829016,0.7353839837975807,98.37306865854907
7243,-2.3666666666666667,-0.4066666666666667,-3.3174603174603177,0.6765355177567645,1.691832292137604,0.37149416883096104,49,739,48.41269841269841,0.7838267758878382,98.36283638596133
7827,2.5,-3.8,-0.362110311750601,0.1185985108556431,1.6951772056515608,0.371033117192845,195,230,63.189448441246995,0.7559299255427822,98.35260411337357
7926,-3.433333333333333,1.8666666666666667,-1.2022471910112358,0.2878161402752766,1.6975158328216282,0.37071144785607807,17,1080,58.98876404494382,0.7643908070137638,98.34237184078583
